CYPG	09/27	49.911701	-98.277199	49.911900	-98.266403
CYPG	13L/31R	49.910801	-98.279198	49.904999	-98.269402
CYPG	13R/31L	49.907700	-98.284500	49.894402	-98.263298
CYPH	06/24	58.468632	-78.083717	58.475231	-78.070320
CYPK	08L/26R	49.219200	-122.714996	49.218601	-122.705002
CYPK	08R/26L	49.215000	-122.722000	49.213600	-122.702003
CYPK	18/36	49.219299	-122.706001	49.213100	-122.709000
CYPL	09/27	51.446499	-90.224899	51.446499	-90.203300
CYPN	11/29	49.836399	-64.298897	49.836399	-64.278297
CYPQ	09/27	44.228210	-78.376152	44.232868	-78.350243
CYPQ	13/31	44.230652	-78.359787	44.228462	-78.353638
CYPR	13/31	54.293301	-130.451996	54.278900	-130.438004
CYPS	06/24	50.301800	-122.746002	50.303200	-122.728996
CYPT	10/28	41.780560	-82.684060	41.780637	-82.672000
CYPT	19/01	41.781399	-82.674202	41.774500	-82.674120
CYPU	05/23	52.109600	-124.156998	52.116100	-124.132004
CYPW	09/27	49.834702	-124.505997	49.832390	-124.493179
CYPX	01/19	60.043713	-77.283745	60.060513	-77.291466
CYPY	04/22	58.762798	-111.127998	58.771400	-111.107002
CYPZ	11/29	54.381500	-125.959999	54.371399	-125.943001
CYQA	18/36	44.984699	-79.308296	44.968601	-79.304199
CYQB	06/24	46.782200	-71.406403	46.799974	-71.381072
CYQB	11/29	46.788799	-71.402901	46.786800	-71.380402
CYQD	13/31	53.976898	-101.100998	53.965801	-101.081001
CYQF	12/30	52.182201	-113.900002	52.176102	-113.888000
CYQF	17/35	52.191200	-113.892998	52.175999	-113.892998
CYQG	07/25	42.273300	-82.970596	42.284901	-82.941200
CYQG	12/30	42.273300	-82.970596	42.267200	-82.953300
CYQH	09/27	60.119999	-128.835007	60.115002	-128.806000
CYQI	06/24	43.817501	-66.097504	43.829700	-66.082199
CYQI	15/33	43.837200	-66.093102	43.827801	-66.079201
CYQK	08/26	49.786598	-94.375099	49.790100	-94.351303
CYQL	06/24	49.623901	-112.815002	49.629902	-112.790001
CYQL	13/31	49.636398	-112.799004	49.625000	-112.783997
CYQM	06/24	46.105988	-64.694305	46.126205	-64.667664
CYQM	11/29	46.106842	-64.694359	46.107800	-64.662849
CYQN	09/27	50.182201	-86.703598	50.183102	-86.688904
CYQQ	12/30	49.720699	-124.902000	49.701199	-124.872002
CYQQ	18/36	49.720100	-124.892998	49.707600	-124.901001
CYQR	08/26	50.428101	-104.680000	50.428299	-104.653999
CYQR	13/31	50.439201	-104.670998	50.423302	-104.648003
CYQS	03/21	42.766102	-81.105003	42.772800	-81.101402
CYQS	09/27	42.771999	-81.119202	42.773602	-81.100502
CYQS	15/33	42.771900	-81.112503	42.766399	-81.106400
CYQT	07/25	48.370098	-89.333801	48.376801	-89.305298
CYQT	12/30	48.374802	-89.338097	48.367199	-89.319504
CYQU	07/25	55.184399	-118.900002	55.184399	-118.870003
CYQU	12/30	55.190102	-118.904587	55.173679	-118.875717
CYQV	04/22	51.260601	-102.469002	51.270000	-102.455002
CYQV	13/31	51.264999	-102.461998	51.259201	-102.452003
CYQW	06/24	52.766399	-108.252998	52.767899	-108.241997
CYQW	12/30	52.774399	-108.250000	52.763901	-108.235001
CYQX	03/21	48.920799	-54.568298	48.948399	-54.560200
CYQX	13/31	48.953300	-54.586399	48.946098	-54.551102
CYQY	06/24	46.153801	-60.061199	46.167198	-60.041100
CYQY	18/36	46.168900	-60.042198	46.152500	-60.035801
CYQZ	13/31	53.032600	-122.516998	53.019600	-122.503998
CYRB	17T/35T	74.725502	-94.977097	74.708298	-94.961601
CYRC	06/24	48.519402	-71.062202	48.527199	-71.052200
CYRC	12/30	48.518982	-71.062607	48.514748	-71.038521
CYRC	18/36	48.527199	-71.052200	48.517502	-71.047203
CYRI	05/23	47.757500	-69.591698	47.771400	-69.578102
CYRJ	16/34	48.525600	-72.271896	48.514400	-72.259201
CYRL	08/26	51.065800	-93.803902	51.068100	-93.782204
CYRM	13/31	52.436001	-114.911003	52.423500	-114.897003
CYRO	09/27	45.459915	-75.648865	45.461449	-75.637779
CYRP	10/28	45.318600	-76.029701	45.319698	-76.014702
CYRQ	05/23	46.345699	-72.685600	46.359798	-72.673203
CYRT	13T/31T	62.816601	-92.129799	62.806198	-92.101898
CYRV	12/30	50.971500	-118.190002	50.961800	-118.176003
CYSA	05/23	43.410599	-80.940002	43.420799	-80.927498
CYSA	17/35	43.419201	-80.941101	43.411701	-80.937798
CYSB	04/22	46.617500	-80.804703	46.633301	-80.792198
CYSB	12/30	46.629200	-80.807503	46.625301	-80.788300
CYSC	13/31	45.442501	-71.701599	45.434502	-71.681099
CYSG	06/24	46.091499	-70.721901	46.101200	-70.707397
CYSH	06/24	44.942200	-75.946098	44.949291	-75.934998
CYSH	15/33	44.946609	-75.938431	44.943451	-75.934288
CYSJ	05/23	45.302502	-65.894203	45.319199	-65.880600
CYSJ	14/32	45.329399	-65.900002	45.322201	-65.883102
CYSK	09/27	56.535126	-79.258995	56.538681	-79.241264
CYSL	18/36	47.162300	-67.839500	47.152302	-67.833099
CYSM	03/21	60.021702	-111.960999	60.025398	-111.955002
CYSM	12/30	60.027500	-111.973000	60.016701	-111.947998
CYSN	01/19	43.185799	-79.177200	43.192799	-79.177498
CYSN	06/24	43.187901	-79.178596	43.196201	-79.163696
CYSN	11/29	43.192799	-79.178101	43.192200	-79.170601
CYSP	16/34	48.759998	-86.348099	48.750599	-86.340797
CYSU	05/23	46.431400	-63.842800	46.449200	-63.824200
CYSW	17/35	49.838799	-114.883003	49.827900	-114.884003
CYSY	08T/26T	71.993301	-125.260002	71.994400	-125.224998
CYSZ	14/32	49.122799	-66.536400	49.117199	-66.521896
CYTA	17/35	45.870800	-77.255600	45.858101	-77.247803
CYTE	13T/31T	64.233299	-76.536697	64.226700	-76.516701
CYTF	13/31	48.511101	-71.650002	48.506401	-71.633904
CYTH	06/24	55.796410	-97.874733	55.804108	-97.850082
CYTH	15/33	55.812851	-97.866463	55.800690	-97.854500
CYTN	06/24	45.607101	-62.628101	45.616600	-62.614101
CYTN	10/28	45.610001	-62.627602	45.610901	-62.619099
CYTR	06/24	44.108898	-77.542198	44.125992	-77.516441
CYTR	13/31	44.117500	-77.536903	44.113300	-77.526901
CYTS	03/21	48.563099	-81.378899	48.578300	-81.370003
CYTS	10/28	48.569698	-81.386703	48.569401	-81.366402
CYTZ	06/24	43.625858	-79.397552	43.630199	-79.390442
CYTZ	08/26	43.627468	-79.403336	43.630974	-79.389069
CYUB	10/28	69.437320	-133.042374	69.428878	-133.009919
CYUL	06L/24R	45.461063	-73.765015	45.483276	-73.735924
CYUL	06R/24L	45.457661	-73.741386	45.477020	-73.716011
CYUT	16T/34T	66.525803	-86.228500	66.516998	-86.220901
CYUX	12T/30T	68.780296	-81.260597	68.772003	-81.226700
CYUY	08/26	48.201000	-78.848900	48.210602	-78.821701
CYVB	13/31	48.074501	-65.471298	48.067600	-65.449097
CYVC	11/29	55.150902	-105.274002	55.148499	-105.263000
CYVC	18/36	55.158100	-105.260002	55.144600	-105.264000
CYVG	10/28	53.358101	-110.830002	53.353901	-110.817001
CYVK	05/23	50.246498	-119.336998	50.249599	-119.323997
CYVM	03T/21T	67.542198	-64.038979	67.550911	-64.024147
CYVO	18/36	48.066700	-77.786499	48.039799	-77.778801
CYVP	07/25	58.084400	-68.438103	58.096401	-68.416702
CYVP	13/31	58.105000	-68.431900	58.101898	-68.406700
CYVQ	10/28	65.285599	-126.815002	65.277702	-126.780998
CYVR	08L/26R	49.205002	-123.200996	49.200600	-123.160004
CYVR	08R/26L	49.190102	-123.208000	49.184399	-123.161003
CYVR	13/31	49.199902	-123.200996	49.184200	-123.181999
CYVT	06/24	55.841400	-108.439003	55.842499	-108.427002
CYVT	12/30	55.843102	-108.431999	55.834702	-108.413002
CYVV	05/23	44.739201	-81.117203	44.749199	-81.103897
CYVV	11/29	44.742802	-81.111702	44.741402	-81.099998
CYWG	13/31	49.912800	-97.252197	49.895302	-97.227203
CYWG	18/36	49.925301	-97.234200	49.895599	-97.241699
CYWK	18/36	52.930466	-66.869247	52.914986	-66.860100
CYWL	12/30	52.189201	-122.064003	52.175800	-122.042999
CYWM	17/35	54.748600	-113.204002	54.737801	-113.204002
CYWV	13/31	52.798901	-110.862000	52.792801	-110.852997
CYWY	11/29	63.212601	-123.445000	63.206299	-123.429001
CYXC	16/34	49.619701	-115.782997	49.603298	-115.781998
CYXE	09/27	52.178501	-106.718002	52.174198	-106.681999
CYXE	15/33	52.179199	-106.705002	52.162940	-106.696728
CYXH	03/21	50.014000	-110.727997	50.023800	-110.712997
CYXH	09/27	50.016899	-110.724998	50.014702	-110.712997
CYXJ	03/21	56.231998	-120.750000	56.244999	-120.726997
CYXJ	12/30	56.244999	-120.752998	56.231701	-120.730003
CYXK	07/25	48.473900	-68.503899	48.482201	-68.489700
CYXL	16/34	50.120861	-91.909706	50.107307	-91.901657
CYXP	06T/24T	66.143097	-65.722298	66.146896	-65.705002
CYXR	08/26	47.693901	-79.858002	47.701302	-79.836197
CYXR	16/34	47.695801	-79.861099	47.688900	-79.855003
CYXS	01/19	53.885899	-122.678001	53.894699	-122.668999
CYXS	06/24	53.885700	-122.693001	53.888699	-122.667999
CYXS	15/33	53.900299	-122.670998	53.880299	-122.664001
CYXT	03/21	54.458900	-128.584000	54.468102	-128.563995
CYXT	15/33	54.478699	-128.589996	54.458401	-128.585007
CYXU	09/27	43.038101	-81.163902	43.041698	-81.140800
CYXU	15/33	43.042099	-81.159798	43.023998	-81.138100
CYXX	01/19	49.018600	-122.378998	49.031399	-122.370003
CYXX	07/25	49.018902	-122.379997	49.020401	-122.339996
CYXY	14L/32R	60.718483	-135.070328	60.701599	-135.057312
CYXY	14R/32L	60.721699	-135.076996	60.697601	-135.057007
CYXZ	03/21	47.961102	-84.790298	47.972198	-84.783096
CYYB	08/26	46.357498	-79.440804	46.369202	-79.404999
CYYB	13/31	46.369999	-79.426102	46.366699	-79.417503
CYYB	18/36	46.369701	-79.425797	46.357800	-79.422203
CYYC	11/29	51.126400	-114.037003	51.115601	-114.005997
CYYC	17L/35R	51.148300	-113.989998	51.110001	-113.989998
CYYC	17R/35L	51.131401	-114.021004	51.096600	-114.021004
CYYD	15/33	54.831600	-127.183998	54.818100	-127.181000
CYYE	04/22	58.830799	-122.615997	58.840302	-122.587997
CYYE	08/26	58.838299	-122.598999	58.835602	-122.578003
CYYF	16/34	49.469398	-119.600998	49.453098	-119.601997
CYYG	03/21	46.279701	-63.127499	46.298599	-63.123100
CYYG	10/28	46.293900	-63.129002	46.296501	-63.109501
CYYH	15T/33T	69.551003	-93.583504	69.541298	-93.568703
CYYJ	03/21	48.641899	-123.433998	48.651901	-123.418999
CYYJ	09/27	48.651001	-123.440002	48.646000	-123.412003
